reservation_datetime,heure,heure_int,minute,jour_semaine,season,ville,gouvernorat,zone_type,latitude,longitude,population,intensite_ville,has_beach,beach_name,periode,cause_circulation,weather_code,weathercode_raw,weather_label,weather_mult,temperature_2m,precipitation,rain,windspeed_10m,visibility,sunrise,sunset,trafic_niveau,trafic_label,demande,indice_congestion,retard_estime_min,vitesse_moy_kmh,chauffeurs_actifs,is_night,is_ramadan_slot,is_friday_slot,is_school_slot,is_prayer_slot,is_beach_hour,beach_peak_reason,beach_surge_applied,beach_surge_value,surge_multiplier
2026-04-01 09:45:05,16:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sortie_écoles_privées,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,62,12,25,3,0,0,0,0,0,1,afflux_matin,1,1.15,2.037
2026-04-01 09:45:05,16:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sortie_écoles_privées,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,62,8,24,4,0,0,0,0,0,1,afflux_matin,1,1.15,1.83
2026-04-01 09:45:05,17:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,70,19,15,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.888
2026-04-01 09:45:05,17:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,73,14,14,5,0,0,0,0,0,1,afflux_matin,1,1.15,2.011
2026-04-01 09:45:05,17:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,65,18,12,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.873
2026-04-01 09:45:05,17:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,rush_iftar_ramadan,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,surge,47,4,38,4,0,0,0,0,0,1,afflux_matin,1,1.15,2.033
2026-04-01 09:45:05,18:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,66,14,14,6,0,0,0,0,0,1,afflux_matin,1,1.15,1.905
2026-04-01 09:45:05,18:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,66,18,13,6,0,0,0,0,0,1,afflux_matin,1,1.15,1.871
2026-04-01 09:45:05,18:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,pic_absolu_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,3,élevé,surge,66,14,14,5,0,0,0,0,0,1,afflux_matin,1,1.15,1.91
2026-04-01 09:45:05,18:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,flux_habituel,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,surge,45,5,37,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.983
2026-04-01 09:45:05,19:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,63,11,23,6,0,0,0,0,0,1,afflux_matin,1,1.15,2.089
2026-04-01 09:45:05,19:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,64,10,23,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.963
2026-04-01 09:45:05,19:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,68,12,25,2,0,0,0,0,0,1,afflux_matin,1,1.15,2.185
2026-04-01 09:45:05,19:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,fin_embouteillage_soir,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,71,12,28,6,0,0,0,0,0,1,afflux_matin,1,1.15,2.18
2026-04-01 09:45:05,20:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,65,11,28,1,0,0,0,0,0,1,afflux_matin,1,1.15,2.215
2026-04-01 09:45:05,20:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,63,9,27,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.943
2026-04-01 09:45:05,20:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,61,9,22,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.91
2026-04-01 09:45:05,20:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,2,modéré,rush,65,8,25,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.933
2026-04-01 09:45:05,21:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,rush,35,4,39,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.411
2026-04-01 09:45:05,21:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,rush,39,0,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.414
2026-04-01 09:45:05,21:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,rush,35,3,39,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.495
2026-04-01 09:45:05,21:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sorties_restaurants_cafés,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,rush,37,4,41,4,0,0,0,0,0,1,afflux_matin,1,1.15,1.405
2026-04-01 09:45:05,22:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sortie_prière_tarawih,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,29,1,38,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.067
2026-04-01 09:45:05,22:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,sortie_prière_tarawih,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,26,5,38,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.077
2026-04-01 09:45:05,23:00,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,flux_habituel,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,31,5,41,3,0,0,0,0,0,1,afflux_matin,1,1.15,1.188
2026-04-01 09:45:05,23:15,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,flux_habituel,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,29,0,39,2,0,0,0,0,0,1,afflux_matin,1,1.15,1.111
2026-04-01 09:45:05,23:30,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,retour_soirées_tardives,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,30,5,40,4,0,0,0,0,0,1,afflux_matin,1,1.15,1.09
2026-04-01 09:45:05,23:45,9,45,2,printemps,Ras Jebel,Bizerte,balnéaire,37.2167,10.1167,24000,2,1,Plage Ras Jebel,matin_normal,retour_soirées_tardives,2,61,pluie,1.1,10.5,0.7,0.3,25.1,33280.0,06:05,18:41,1,faible,normal,25,5,41,1,0,0,0,0,0,1,afflux_matin,1,1.15,1.043
2026-04-01 09:45:05,00:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,24,1,53,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,00:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,22,2,55,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,01:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,3,53,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,01:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,1,54,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,02:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,19,2,56,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,02:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,suhoor_restaurants,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,1,57,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,03:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,22,1,54,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,03:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,22,0,56,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,04:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,18,0,54,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,04:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,22,3,56,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,05:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,1,56,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,05:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,1,54,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,06:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,36,4,33,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,06:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,31,6,36,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,06:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,début_journée_travail,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,33,5,34,4,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,06:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,début_journée_travail,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,34,4,33,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,07:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,53,14,18,3,0,0,0,0,0,0,none,0,1.0,1.304
2026-04-01 09:45:05,07:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,50,10,21,2,0,0,0,0,0,0,none,0,1.0,1.316
2026-04-01 09:45:05,07:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,51,15,22,3,0,0,0,0,0,0,none,0,1.0,1.23
2026-04-01 09:45:05,07:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,surge,23,5,57,5,0,0,0,0,0,0,none,0,1.0,1.206
2026-04-01 09:45:05,08:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,50,12,22,5,0,0,0,0,0,0,none,0,1.0,1.203
2026-04-01 09:45:05,08:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,51,11,22,3,0,0,0,0,0,0,none,0,1.0,1.318
2026-04-01 09:45:05,08:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_matin,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,52,9,19,4,0,0,0,0,0,0,none,0,1.0,1.33
2026-04-01 09:45:05,08:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,surge,29,3,54,1,0,0,0,0,0,0,none,0,1.0,1.266
2026-04-01 09:45:05,09:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,fin_rush_entrée_bureau,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,32,2,35,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,09:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,fin_rush_entrée_bureau,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,30,8,33,3,0,0,0,0,0,0,none,0,1.0,1.032
2026-04-01 09:45:05,09:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,fin_rush_entrée_bureau,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,3,34,5,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,09:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,fin_rush_entrée_bureau,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,8,37,3,0,0,0,0,0,0,none,0,1.0,1.144
2026-04-01 09:45:05,10:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,24,4,57,4,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,10:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,18,5,58,4,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,11:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,21,5,53,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,11:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,24,2,55,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,11:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,préparation_prière_vendredi,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,19,2,56,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,11:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,préparation_prière_vendredi,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,19,1,57,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,12:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,prière_dhuhr_mosquée,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,6,34,2,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,12:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,sortie_lycées_collèges,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,37,6,35,5,0,0,0,0,0,0,none,0,1.0,1.152
2026-04-01 09:45:05,12:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,sortie_mosquée_jumu3a,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,37,7,35,3,0,0,0,0,0,0,none,0,1.0,1.229
2026-04-01 09:45:05,12:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,sortie_mosquée_jumu3a,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,3,37,2,0,0,0,0,0,0,none,0,1.0,1.247
2026-04-01 09:45:05,13:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_déjeuner_retour_maison,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,53,14,22,4,0,0,0,0,0,0,none,0,1.0,1.279
2026-04-01 09:45:05,13:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_déjeuner_retour_maison,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,43,14,21,4,0,0,0,0,0,0,none,0,1.0,1.075
2026-04-01 09:45:05,13:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_déjeuner_retour_maison,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,54,12,22,4,0,0,0,0,0,0,none,0,1.0,1.319
2026-04-01 09:45:05,13:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_déjeuner_retour_maison,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,19,4,55,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,14:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,reprise_après_déjeuner,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,7,36,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,14:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,reprise_après_déjeuner,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,32,5,38,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,14:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,reprise_après_déjeuner,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,36,2,38,3,0,0,0,0,0,0,none,0,1.0,1.059
2026-04-01 09:45:05,14:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,reprise_après_déjeuner,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,4,36,4,0,0,0,0,0,0,none,0,1.0,1.015
2026-04-01 09:45:05,15:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,24,4,54,3,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,15:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,1,faible,normal,18,3,54,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,16:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,35,6,33,4,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,16:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,flux_habituel,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,37,8,37,2,0,0,0,0,0,0,none,0,1.0,1.129
2026-04-01 09:45:05,16:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,sortie_écoles_privées,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,34,4,34,2,0,0,0,0,0,0,none,0,1.0,1.085
2026-04-01 09:45:05,16:45,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,sortie_écoles_privées,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,2,modéré,rush,31,6,38,1,0,0,0,0,0,0,none,0,1.0,1.0
2026-04-01 09:45:05,17:00,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_soir,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,53,14,18,1,0,0,0,0,0,0,none,0,1.0,1.275
2026-04-01 09:45:05,17:15,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_soir,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,49,15,17,3,0,0,0,0,0,0,none,0,1.0,1.288
2026-04-01 09:45:05,17:30,9,45,2,printemps,Sejnane,Bizerte,intérieure,37.0583,9.2333,18000,1,0,,matin_normal,pic_absolu_soir,1,2,clair,1.0,11.1,0.0,0.0,17.6,39340.0,06:08,18:45,3,élevé,surge,47,15,19,3,0,0,0,0,0,0,none,0,1.0,1.258
