ville,gouvernorat,zone_type,latitude,longitude,population,intensite_ville,has_beach,beach_name,heure,heure_int,minute,periode,cause_circulation,trafic_niveau,trafic_label,demande,is_night,is_ramadan_slot,is_friday_slot,is_school_slot,is_prayer_slot,is_beach_hour,beach_peak_reason,beach_surge_applied,beach_surge_value,surge_multiplier,indice_congestion,retard_estime_min,vitesse_moy_kmh,chauffeurs_actifs
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,03:30,3,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,35,1,47,17
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,04:00,4,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,33,0,52,17
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,04:30,4,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,34,2,49,17
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,05:00,5,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,31,1,47,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,05:30,5,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,32,0,49,18
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,06:00,6,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.085,48,3,31,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,06:15,6,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.12,44,4,34,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,06:30,6,30,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.285,54,5,29,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,06:45,6,45,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.187,48,8,33,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,07:00,7,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.727,72,13,16,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,07:15,7,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.791,73,13,15,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,07:30,7,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.62,70,14,18,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,07:45,7,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.589,47,4,48,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,08:00,8,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.561,71,18,20,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,08:15,8,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.684,70,15,17,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,08:30,8,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.674,70,16,20,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,08:45,8,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.661,44,4,49,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,09:00,9,0,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.283,53,8,32,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,09:15,9,15,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.31,51,8,31,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,09:30,9,30,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.346,55,6,33,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,09:45,9,45,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.471,57,7,30,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,10:00,10,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.18,38,1,50,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,10:30,10,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.12,36,5,51,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,11:00,11,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.068,36,5,49,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,11:15,11,15,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.151,34,3,50,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,11:30,11,30,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,0,1.0,1.166,33,4,52,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,11:45,11,45,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,0,1.0,1.141,39,2,48,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,12:00,12,0,prière_dhuhr,prière_dhuhr_mosquée,2,modéré,rush,0,0,0,0,1,0,,0,1.0,1.124,51,8,30,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,12:15,12,15,sortie_école_midi,sortie_lycées_collèges,2,modéré,rush,0,0,0,1,0,0,,0,1.0,1.54,56,8,33,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,12:30,12,30,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.664,59,9,30,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,12:45,12,45,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.672,56,6,30,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,13:00,13,0,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.714,71,14,17,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,13:15,13,15,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.461,68,16,19,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,13:30,13,30,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.702,71,17,20,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,13:45,13,45,déjeuner_tunisien,pic_déjeuner_retour_maison,1,faible,normal,0,0,0,0,0,0,,0,1.0,1.0,34,0,51,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,14:00,14,0,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.29,48,6,33,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,14:15,14,15,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.325,52,6,34,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,14:30,14,30,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.436,55,4,34,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,14:45,14,45,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.292,47,4,30,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,15:00,15,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.06,36,0,49,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,15:30,15,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.027,33,3,50,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,16:00,16,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.227,53,6,30,38
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,16:15,16,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.479,52,8,31,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,16:30,16,30,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,0,1.0,1.383,50,5,32,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,16:45,16,45,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,0,1.0,1.262,50,7,30,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,17:00,17,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.649,70,15,15,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,17:15,17,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.746,75,17,20,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,17:30,17,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.63,67,17,20,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,17:45,17,45,ramadan_iftar,rush_iftar_ramadan,1,faible,surge,0,1,0,0,0,0,,0,1.0,1.74,47,3,51,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,18:00,18,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.667,73,12,19,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,18:15,18,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.652,73,13,18,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,18:30,18,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.601,69,16,18,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,18:45,18,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.765,46,4,52,35
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,19:00,19,0,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.398,50,8,32,39
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,19:15,19,15,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.239,48,9,33,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,19:30,19,30,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.422,55,6,33,37
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,19:45,19,45,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.389,50,3,29,36
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,20:00,20,0,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.436,56,9,33,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,20:15,20,15,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.264,50,6,34,18
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,20:30,20,30,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.234,48,8,29,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,20:45,20,45,soirée,sorties_restaurants_cafés,2,modéré,rush,1,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.217,51,5,32,16
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,21:00,21,0,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.27,36,0,51,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,21:15,21,15,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.242,36,3,50,17
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,21:30,21,30,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.238,36,3,47,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,21:45,21,45,soirée,sorties_restaurants_cafés,1,faible,rush,1,0,0,0,0,0,,0,1.0,1.251,37,3,50,14
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,22:00,22,0,ramadan_tarawih,sortie_prière_tarawih,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.0,30,1,51,18
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,22:30,22,30,ramadan_tarawih,sortie_prière_tarawih,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.0,33,2,47,17
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,23:00,23,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.012,31,0,51,14
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,23:15,23,15,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,30,0,52,18
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,23:30,23,30,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,36,1,47,15
Kairouan,Kairouan,centre,35.6781,10.0963,186000,3,0,,23:45,23,45,retour_soirée_tardive,retour_soirées_tardives,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,32,5,52,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,00:00,0,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,24,0,50,9
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,00:30,0,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,27,3,49,8
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,01:00,1,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,27,2,51,5
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,01:30,1,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.005,30,2,52,7
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,02:00,2,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,26,0,48,5
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,02:30,2,30,ramadan_suhoor,suhoor_restaurants,1,faible,normal,1,1,0,0,0,0,,0,1.0,1.0,25,0,48,9
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,03:00,3,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,28,5,49,7
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,03:30,3,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,27,0,51,9
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,04:00,4,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,27,3,47,8
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,04:30,4,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,29,4,49,6
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,05:00,5,0,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,30,1,49,5
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,05:30,5,30,circulation_normale,flux_habituel,1,faible,normal,1,0,0,0,0,0,,0,1.0,1.0,26,5,50,6
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,06:00,6,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.015,39,6,33,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,06:15,6,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.025,39,9,32,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,06:30,6,30,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.193,46,8,33,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,06:45,6,45,rush_matin,début_journée_travail,2,modéré,rush,0,0,0,0,0,0,,0,1.0,1.04,43,5,34,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,07:00,7,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.586,61,14,15,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,07:15,7,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.625,62,14,15,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,07:30,7,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.535,63,12,16,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,07:45,7,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.42,37,0,50,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,08:00,8,0,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.484,62,12,16,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,08:15,8,15,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.592,64,12,16,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,08:30,8,30,rush_matin_peak,pic_absolu_matin,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.566,63,12,17,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,08:45,8,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.532,39,0,47,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,09:00,9,0,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.201,42,4,29,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,09:15,9,15,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.274,41,4,30,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,09:30,9,30,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.245,40,6,29,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,09:45,9,45,fin_rush_matin,fin_rush_entrée_bureau,2,modéré,rush,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.383,50,6,34,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,10:00,10,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.067,27,5,47,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,10:30,10,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.0,29,0,51,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,11:00,11,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.0,29,0,50,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,11:15,11,15,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_matin,0,1.0,1.073,28,0,49,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,11:30,11,30,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,0,1.0,1.094,32,1,52,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,11:45,11,45,vendredi_jumu3a,préparation_prière_vendredi,1,faible,normal,0,0,1,0,0,1,afflux_plage_matin,0,1.0,1.061,25,5,52,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,12:00,12,0,prière_dhuhr,prière_dhuhr_mosquée,2,modéré,rush,0,0,0,0,1,0,,0,1.0,1.051,42,3,32,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,12:15,12,15,sortie_école_midi,sortie_lycées_collèges,2,modéré,rush,0,0,0,1,0,0,,0,1.0,1.388,45,4,34,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,12:30,12,30,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.506,48,8,31,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,12:45,12,45,vendredi_jumu3a,sortie_mosquée_jumu3a,2,modéré,rush,0,0,1,0,0,0,,0,1.0,1.489,46,6,32,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,13:00,13,0,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.549,62,16,16,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,13:15,13,15,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.32,59,15,18,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,13:30,13,30,déjeuner_tunisien,pic_déjeuner_retour_maison,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.541,59,13,17,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,13:45,13,45,déjeuner_tunisien,pic_déjeuner_retour_maison,1,faible,normal,0,0,0,0,0,0,,0,1.0,1.0,26,4,48,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,14:00,14,0,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.201,46,6,29,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,14:15,14,15,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.24,47,6,34,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,14:30,14,30,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.335,47,6,31,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,14:45,14,45,retour_bureau,reprise_après_déjeuner,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.221,47,8,33,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,15:00,15,0,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.014,29,4,48,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,15:30,15,30,circulation_normale,flux_habituel,1,faible,normal,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.0,30,0,50,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,16:00,16,0,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.147,45,6,34,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,16:15,16,15,circulation_normale,flux_habituel,2,modéré,rush,0,0,0,0,0,1,afflux_plage_après_midi,0,1.0,1.297,46,6,33,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,16:30,16,30,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,0,1.0,1.275,47,8,32,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,16:45,16,45,pré_rush_soir,sortie_écoles_privées,2,modéré,rush,0,0,0,1,0,1,afflux_plage_après_midi,0,1.0,1.225,44,7,29,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,17:00,17,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.534,62,12,15,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,17:15,17,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.598,63,17,17,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,17:30,17,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.479,60,12,15,15
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,17:45,17,45,ramadan_iftar,rush_iftar_ramadan,1,faible,surge,0,1,0,0,0,0,,0,1.0,1.613,38,3,50,16
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,18:00,18,0,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.537,61,16,19,18
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,18:15,18,15,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.505,58,12,16,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,18:30,18,30,rush_soir_peak,pic_absolu_soir,3,élevé,surge,0,0,0,0,0,0,,0,1.0,1.478,61,17,20,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,18:45,18,45,circulation_normale,flux_habituel,1,faible,surge,0,0,0,0,0,0,,0,1.0,1.617,38,2,52,14
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,19:00,19,0,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.228,43,7,31,17
Kasserine,Kasserine,centre,35.1722,8.8306,82000,2,0,,19:15,19,15,fin_rush_soir,fin_embouteillage_soir,2,modéré,rush,0,0,0,0,0,1,retour_plage_coucher_soleil,0,1.0,1.118,38,5,30,17
